id;day;month;year;timeofday;timeofdayrecode;incident_type;incident_action;latitude;longitude;territorial_water_status;closest_coastal_state;closest_state_cow_code;location_precision;geolocation_source;location_description;vessel_name;vessel_type;vessel_country;Vessel_country_cow_code;vessel_status;Violence Dummy;Steaming Recode;Incident_type_recode;Incident_action_recode
683;23;8;1997;;-99;Actual;Boarding;-6,833333333;39,2833;Tanzania;Tanzania;510;4;IMB;Dar Es Salam, Tanzania;Rejane Delmas;4;;;Unspecified;0;-99;1;2
685;25;8;1997;;-99;Actual;Boarding;-5,4666667;105,1667;Indonesia;Indonesia;850;2;IMB;Panjang anchorage, Indonesia;Chian Mariner;2;Liberia;450;Anchored;1;2;1;2
686;27;8;1997;;-99;Actual;Boarding;5,5;5,7167;Nigeria;Nigeria;475;4;IMB;Warri, Nigeria;Rugen;6;Liberia;450;Unspecified;0;-99;1;2
687;30;8;1997;;-99;Actual;Boarding;-6,0886667;106,8750;Indonesia;Indonesia;850;4;IMB;Tanjung Priok, Jakarta, Indonesia;Petrobulk Racer;8;Liberia;450;Unspecified;1;-99;1;2
689;;8;1997;;-99;Actual;Boarding;8,5;-13,2265;Sierra Leone;Sierra Leone;451;4;IMB;Freetown, Sierra Leone;Proteus;2;Cyprus;352;Unspecified;0;-99;1;2
688;;8;1997;;-99;Actual;Boarding;8,5;-13,2265;Sierra Leone;Sierra Leone;451;4;IMB;Freetown, Sierra Leone;Seaway;6;Vanuatu;935;Unspecified;1;-99;1;2
690;3;9;1997;;-99;Actual;Boarding;13,138;100,8250;Thailand;Thailand;800;4;IMB;Kosichang, Thailand;;7;;;Unspecified;0;-99;1;2
691;5;9;1997;;-99;Actual;Boarding;6,95;79,8432;Sri Lanka;Sri Lanka;780;2;IMB;Colombo, Sri Lanka;CMV Fresena;4;Germany;255;Anchored;0;2;1;2
692;8;9;1997;;-99;Attempted;;5,4666667;119,4000;Malaysia;Malaysia;820;1;IMB;Off Lahad Datu, Sabah, Malaysia;Thor Alice;6;Denmark;390;Unspecified;0;-99;0;-99
693;8;9;1997;;-99;Actual;Hijacked;30,4166667;49,0667;Iran;Iran;630;4;IMB;Bandar Imama Khomeini, Iran;Banckert;1;Netherlands;210;Unspecified;1;-99;1;1
694;8;9;1997;;-99;Actual;Hijacked;30,4166667;49,0667;Iran;Iran;630;4;IMB;Bandar Imama Khomeini, Iran;Smit Cyclone ;1;Singapore;830;Unspecified;1;-99;1;1
695;8;9;1997;;-99;Actual;Hijacked;30,4166667;49,0667;Iran;Iran;630;4;IMB;Bandar Imama Khomeini, Iran;;1;;;Unspecified;1;-99;1;1
697;9;9;1997;;-99;Attempted;;6,5527;81,6353;Sri Lanka;Sri Lanka;780;4;IMB;North Eastern Sri Lanka;Cordiality;2;Panama;95;Unspecified;1;-99;0;-99
696;9;9;1997;;-99;Actual;Boarding;-2,84;107,2383;Indonesia;Indonesia;850;1;IMB;Gelasa Straits, Indonesia;Orion Gas;8;;;Steaming;1;1;1;2
698;10;9;1997;;-99;Actual;Boarding;6,95;79,8432;Sri Lanka;Sri Lanka;780;2;IMB;Colombo, Sri Lanka;Raja Brooke;4;;;Anchored;0;2;1;2
699;11;9;1997;;-99;Actual;Boarding;8,4933;-13,1860;Sierra Leone;Sierra Leone;451;4;IMB;Kissey Fuel Jetty, Sierra Leone;Napetco I;1;Sierra Leone;451;Unspecified;1;-99;1;2
703;12;9;1997;;-99;Actual;Boarding;22,2666667;114,2000;China;China;710;2;IMB;Anchorage, Hong Kong;Buxcrown;4;Germany;255;Anchored;0;2;1;2
702;12;9;1997;;-99;Attempted;;5,5;5,7167;Nigeria;Nigeria;475;4;IMB;Warri, Nigeria;Tina Green;6;Madeira;235;Steaming;1;1;0;-99
701;12;9;1997;;-99;Actual;Boarding;-2,2665;106,2837;Indonesia;Indonesia;850;4;IMB;Bangka Island, Indonesia;;4;Singapore;830;Unspecified;1;-99;1;2
700;12;9;1997;;-99;Actual;Boarding;-5,1882;111,9896;Indonesia;Indonesia;850;4;IMB;Java Sea, Indonesia;;-99;;;Unspecified;1;-99;1;2
704;13;9;1997;;-99;Actual;Boarding;-2,6667;107,2500;Indonesia;Indonesia;850;4;IMB;Gelasa Straits, Indonesia;Dragon Java;4;Singapore;830;Unspecified;0;-99;1;2
706;14;9;1997;;-99;Actual;Boarding;10,25;-64,6267;Venezuela;Venezuela;101;2;IMB;Puerta la Cruz, Venezuela;Bona Sparrow;8;Bahamas;31;Anchored;0;2;1;2
705;14;9;1997;;-99;Actual;Boarding;-5,4666667;105,1667;Indonesia;Indonesia;850;4;IMB;Panjang, Indonesia;Cape Sable;4;Cyprus;352;Unspecified;0;-99;1;2
707;15;9;1997;;-99;Actual;Boarding;-6,0166667;105,9500;Indonesia;Indonesia;850;4;IMB;Cigading, Indonesia;;-99;;;Unspecified;1;-99;1;2
708;16;9;1997;;-99;Actual;Boarding;-2,85;107,2833;Indonesia;Indonesia;850;1;IMB;Indonesia;Channel Poterne;2;Philippines;840;steaming;0;1;1;2
709;17;9;1997;;-99;Attempted;;13,0931667;80,2932;India;India;750;4;IMB;Madras, India;AL Hasa;2;Jordan;663;Unspecified;0;-99;0;-99
710;19;9;1997;;-99;Actual;Boarding;-22,8933333;-43,1667;Brazil;Brazil;140;4;IMB;Rio de Janeiro, Brazil;;-99;Philippines;840;Unspecified;1;-99;1;2
712;21;9;1997;;-99;Actual;Boarding;6,95;79,8432;Sri Lanka;Sri Lanka;780;2;IMB;Colombo, Sri Lanka;Nuova Lloydiana;4;Italy;325;Anchored;0;2;1;2
711;21;9;1997;;-99;Actual;Boarding;-0,05;-51,1667;Brazil;Brazil;140;4;IMB;Santana, Brazil;Lemmergracht;6;Netherlands;210;Unspecified;0;-99;1;2
713;21;9;1997;;-99;Actual;Boarding;22,5265;88,3167;India;India;750;4;IMB;Calcutta, India;Sunny Diamond;8;Panama;95;Unspecified;0;-99;1;2
714;22;9;1997;;-99;Actual;Boarding;-6,0886667;106,8750;Indonesia;Indonesia;850;4;IMB;Tg. Priok, Indonesia;Ken Leader;2;Panama;95;Anchored;0;2;1;2
715;25;9;1997;;-99;Actual;Boarding;6,95;79,8432;Sri Lanka;Sri Lanka;780;4;IMB;Colombo, Sri Lanka;Maersk Busan;4;;;Unspecified;0;-99;1;2
716;26;9;1997;;-99;Actual;Boarding;12,6666667;101,1667;Thailand;Thailand;800;4;IMB;Map Ta Phut, Thailand;Karonga;6;Liberia;450;Unspecified;0;-99;1;2
718;27;9;1997;;-99;Actual;Boarding;-2,2666667;-79,9000;Ecuador;Ecuador;130;4;IMB;Guayaquil, Ecuador;Concord;6;Liberia;450;Unspecified;0;-99;1;2
720;27;9;1997;;-99;Actual;Boarding;5,5;5,7167;Nigeria;Nigeria;475;4;IMB;Chanomi Creek, Off Warri, Nigeria;Fischland;6;Liberia;450;Steaming;1;1;1;2
717;27;9;1997;;-99;Attempted;;-6,0166667;105,9500;Indonesia;Indonesia;850;2;IMB;Cigading, Indonesia;Northern Ice;7;Liberia;450;Anchored;0;2;0;-99
719;27;9;1997;;-99;Actual;Boarding;1,3303;104,4074;Malaysia;Malaysia;820;4;IMB;Off Horsburgh Lt. Hourse, South China Sea;Product Queen;8;Singapore;830;Unspecified;0;-99;1;2
721;27;9;1997;;-99;Actual;Boarding;14,6666667;-17,3667;Senegal;Senegal;433;4;IMB;Dakar, Senegal;NorthelyIsland;10;USA;2;Steaming;1;1;1;2
722;29;9;1997;;-99;Actual;Boarding;-3,2666667;-80,0000;Ecuador;Ecuador;130;2;IMB;Puerto Bolivar, Ecuador;Virginia Universal;10;Bahamas;31;Anchored;0;2;1;2
723;29;9;1997;;-99;Actual;Boarding;12,6666667;101,1667;Thailand;Thailand;800;2;IMB;Map Ta Phut, Thailand;Trono;10;Panama;95;Anchored;0;2;1;2
725;1;10;1997;;-99;Attempted;;-6,0166667;105,9500;Indonesia;Indonesia;850;2;IMB;Cigading anchorage, Indonesia;Anastassia;2;Cyprus;352;Anchored;0;2;0;-99
724;1;10;1997;;-99;Actual;Boarding;-6,0886667;106,8750;Indonesia;Indonesia;850;2;IMB;Jakarta, Indonesia;Krabi Navee;-99;Panama;95;Anchored;1;2;1;2
726;6;10;1997;;-99;Actual;Boarding;13,0666667;100,8667;Thailand;Thailand;800;2;IMB;Laem Chabang, Thailand;Alligator Pride;4;Liberia;450;Anchored;0;2;1;2
727;6;10;1997;;-99;Actual;Boarding;17,975;-76,8382;Jamaica;Jamaica;51;4;IMB;Kingston, Jamaica;Ice Stream;10;Liberia;450;Unspecified;0;-99;1;2
728;11;10;1997;;-99;Actual;Hijacked;22,1283;114,3333;China;China;710;4;IMB;Off Hong Kong;Vosa Carrier;4;Singapore;830;steaming;1;1;1;1
729;18;10;1997;;-99;Actual;Boarding;14,5931667;121,0000;Philippines;Philippines;840;4;IMB;Manila Breakwater, Philippines;Yi He;4;China;710;Steaming;1;1;1;2
730;21;10;1997;;-99;Attempted;;12,6666667;101,1667;Thailand;Thailand;800;2;IMB;Map Ta Phut, Thailand;Nand Rati;2;India;750;Anchored;0;2;0;-99
731;22;10;1997;;-99;Actual;Boarding;-22,8933333;-43,1667;Brazil;Brazil;140;2;IMB;Rio de Janeiro, Brazil;Zim Montevideo;4;;;Anchored;0;2;1;2
732;27;10;1997;;-99;Actual;Boarding;-5,9366667;106,0038;Indonesia;Indonesia;850;2;IMB;Merak, Indonesia;Sea Kap;8;Australia;900;Berthed;0;3;1;2
733;27;10;1997;;-99;Actual;Hijacked;7,2131;102,3791;Thailand;Thailand;800;3;IMB;200km off Songkhla, Thailand;Oriental City;8;Honduras;91;Unspecified;1;-99;1;1
735;28;10;1997;;-99;Actual;Boarding;1,3666667;104,4333;Malaysia;Malaysia;820;1;IMB;Singapore;Indian Goodwill;6;India;750;Unspecified;0;-99;1;2
734;28;10;1997;;-99;Actual;Boarding;1,3303;104,4074;Malaysia;Malaysia;820;4;IMB;Horsbourgh light house, Singapore;Maersk Virtue;8;Singapore;830;Steaming;0;1;1;2
736;29;10;1997;;-99;Actual;Boarding;-5,4666667;105,1667;Indonesia;Indonesia;850;4;IMB;Panjang, Indonesia;Eva Maria;2;Malta;338;Unspecified;0;-99;1;2
737;30;10;1997;;-99;Actual;Boarding;1,3833333;104,6000;Indonesia;Indonesia;850;1;IMB;Singapore;Bugaz;2;Liberia;450;Steaming;0;1;1;2
738;3;11;1997;;-99;Actual;Boarding;1,1863333;103,6350;Indonesia;Indonesia;850;1;IMB;Singapore;Prabhu Jivesh;2;India;750;Unspecified;1;-99;1;2
739;4;11;1997;;-99;Actual;Boarding;1,3666667;104,5417;Indonesia;Indonesia;850;1;IMB;Singapore;North Sea Bellows;-99;;;Unspecified;0;-99;1;2
740;5;11;1997;;-99;Actual;Boarding;3,7666667;112,3000;Malaysia;Malaysia;820;1;IMB;South China Sea;Rahah;3;Malaysia;820;Unspecified;1;-99;1;2
741;6;11;1997;;-99;Actual;Boarding;12,6666667;101,1667;Thailand;Thailand;800;4;IMB;Map Ta Phut, Thailand;Hanjin Yingkou;7;Panama;95;Unspecified;1;-99;1;2
743;8;11;1997;;-99;Attempted;;15,05;42,1670;Yemen;Yemen;679;4;IMB;Zubair Island, Red Sea;Poloflat;9;Australia;900;Steaming;1;1;0;-99
742;8;11;1997;;-99;Actual;Boarding;5,5;5,7167;Nigeria;Nigeria;475;4;IMB;Warri, Nigeria;Nadia J;6;Denmark;390;Unspecified;1;-99;1;2
744;9;11;1997;;-99;Actual;Boarding;12,6266667;101,2933;Thailand;Thailand;800;4;IMB;Raygon, Thailand;Falcon Chemist;3;Liberia;450;Berthed;0;3;1;2
745;12;11;1997;;-99;Attempted;;2,7333333;105,0167;Indonesia;Indonesia;850;1;IMB;South China Sea;Petro Ranger;8;Malaysia;820;Unspecified;0;-99;0;-99
746;13;11;1997;;-99;Actual;Boarding;3,0166667;105,3333;Indonesia;Indonesia;850;1;IMB;South China Sea;Michal;8;Cyprus;352;Unspecified;0;-99;1;2
747;14;11;1997;;-99;Attempted;;16,7666667;96,1667;Myanmar;Myanmar;775;4;IMB;Yangon, Myanmar;Brilliant Pescadores;6;Panama;95;Unspecified;0;-99;0;-99
748;18;11;1997;;-99;Actual;Hijacked;-8,7763;136,2091;Indonesia;Indonesia;850;4;IMB;Arafura Sea, Indonesia;Atlanta 95;8;Indonesia;850;Steaming;1;1;1;1
749;19;11;1997;;-99;Actual;Boarding;-5,9366667;106,0038;Indonesia;Indonesia;850;4;IMB;Merak, Indonesia;Global Venture;8;Singapore;830;Unspecified;1;-99;1;2
750;22;11;1997;;-99;Attempted;;21,5833333;115,9333;China;China;710;1;IMB;East China Sea;Sea Pioneer;6;Panama;95;Steaming;1;1;0;-99
751;26;11;1997;;-99;Actual;Boarding;4,63;106,2700;Indonesia;Indonesia;850;1;IMB;South China Sea;Theresa;8;Singapore;830;Steaming;1;1;1;2
752;27;11;1997;;-99;Actual;Boarding;15,41666667;73,7833;India;India;750;4;IMB;Goa Roads, India;Cape Sounion;-99;Malta;338;Unspecified;0;-99;1;2
753;27;11;1997;;-99;Actual;Boarding;17,975;-76,8382;Jamaica;Jamaica;51;2;IMB;Kingston, Jamaica;Westminster Bridge;-99;;;Anchored;0;2;1;2
754;28;11;1997;;-99;Actual;Hijacked;22,1283;114,3333;China;China;710;4;IMB;Off Hong Kong;Asian Friendship;6;Indonesia;850;steaming;1;1;1;1
756;29;11;1997;;-99;Attempted;;5,8266667;118,1167;Malaysia;Malaysia;820;4;IMB;Sandakan, Indonesia;Chris - T;6;Panama;95;Unspecified;0;-99;0;-99
755;29;11;1997;;-99;Actual;Boarding;-5,9366667;106,0038;Indonesia;Indonesia;850;4;IMB;Merak, Indonesia;PM Alpha;-99;Singapore;830;Unspecified;0;-99;1;2
758;1;12;1997;;-99;Actual;Boarding;22,2166667;91,7932;Bangladesh;Bangladesh;771;4;IMB;Chittagong roads, Bangladesh;Champion Trader;8;Panama;95;Anchored;0;2;1;2
757;1;12;1997;;-99;Actual;Boarding;12,5666667;101,0667;Thailand;Thailand;800;1;IMB;Raygon, Thailand;United Ocean;2;;;Anchored;1;2;1;2
759;2;12;1997;;-99;Actual;Boarding;10,25;-64,6267;Venezuela;Venezuela;101;2;IMB;Puerto de Cruz, Venezuela;Bona Spray;8;Bahamas;31;Anchored;0;2;1;2
760;6;12;1997;;-99;Actual;Hijacked;17;114,0000;Paracel Islands;Paracel Islands;710;1;IMB;South China Sea;Anabas;6;Cambodia;811;Steaming;1;1;1;1
761;7;12;1997;;-99;Attempted;;12,6266667;101,2933;Thailand;Thailand;800;2;IMB;Raygon, Thailand;Rangitane;6;Antigua and Barbuda;58;Anchored;0;2;0;-99
762;20;12;1997;;-99;Attempted;;14,5226667;120,7555;Philippines;Philippines;840;4;IMB;Manila bay, Philippines;Sky Princess;9;UK;200;Steaming;1;1;0;-99
763;21;12;1997;;-99;Attempted;;-2,2666667;-79,9000;Ecuador;Ecuador;130;4;IMB;Guayaquil, Ecuador;Golden Alpha;2;Panama;95;Unspecified;0;-99;0;-99
764;25;12;1997;;-99;Actual;Boarding;5,2931667;-4,0000;Cote d'Ivoire;Cote d'Ivoire;437;4;IMB;Abidjan, Ivory Coast;Brimnes;-99;;;Steaming;0;1;1;2
765;31;12;1997;;-99;Actual;Boarding;-5,9366667;106,0038;Indonesia;Indonesia;850;4;IMB;Merak, Indonesia;Petrobulk Racer;8;Liberia;450;Unspecified;0;-99;1;2
766;;;1997;;-99;Actual;Boarding;6,45;3,3767;Nigeria;Nigeria;475;4;IMB;Lagos, Nigeria;;4;;;Unspecified;0;-99;1;2
767;5;1;1998;;-99;Actual;Boarded;-2,5200000;-80,0867;Ecuador;Ecuador;130;2;IMB;Guayaquil, Ecuador;Torbon Maersk;4;Isle of Man;200;Anchored;0;2;1;2
769;8;1;1998;;-99;Attempted;;-3,7833333;107,7167;Indonesia;Indonesia;850;1;IMB;Gelasa Straits, Indonesia;China Joy;2;Liberia;450;Steaming;0;1;0;-99
768;8;1;1998;;-99;Attempted;;-5,4561667;105,3067;Indonesia;Indonesia;850;2;IMB;Panjang, Indonesia;Lissom;2;Panama;95;Unspecified;0;-99;0;-99
770;9;1;1998;;-99;Actual;Boarded;-24,6370000;-46,3050;Brazil;Brazil;140;2;IMB;Santos, Brazil;Isomeria;7;Britain;200;Anchored;1;2;1;2
771;11;1;1998;;-99;Actual;Boarded;2,0833333;104,4000;Malaysia;Malaysia;820;1;IMB;Pulau Aur, Malaysia;Tioman I;8;Honduras;91;Unspecified;1;-99;1;2
772;19;1;1998;;-99;Attempted;;8,7550000;78,1868;India;India;750;2;IMB;Tuticorin, India;Maersk Shetland;6;United Kingdom;200;Anchored;0;2;0;-99
773;21;1;1998;;-99;Actual;Boarded;-5,9683333;105,9910;Indonesia;Indonesia;850;2;IMB;Tanjung Geram, Indonesia;Petrobulk Racer;8;Liberia;450;Unspecified;0;-99;1;2
774;21;1;1998;;-99;Actual;Boarded;12,8797;121,7740;Philippines;Philippines;840;4;IMB;Tingutan Island, Philippines ;NA;5;Unspecified;-99;Unspecified;1;-99;1;2
775;24;1;1998;;-99;Actual;Boarded;25,76666667;-80,1667;United States;United States;2;2;IMB;Miami River, USA ;NSS Shandeline;-99;Unspecified;-99;Berthed;1;3;1;2
776;27;1;1998;;-99;Actual;Boarded;-6,0081667;105,9535;Indonesia;Indonesia;850;2;IMB;Cigading, Indonesia;Meridian Spica;2;Malaysia;820;Unspecified;0;-99;1;2
777;27;1;1998;;-99;Actual;Boarded;23,0243333;70,2203;India;India;750;2;IMB;Kandia Road, India;Jo Clipper;3;Netherlands;210;Anchored;0;2;1;2
778;28;1;1998;;-99;Actual;Boarded;9,5098333;-13,7093;Guinea;Guinea;438;2;IMB;Conakry, Guinea;Fu Yang Shan;6;China;710;Anchored;1;2;1;2
779;31;1;1998;;-99;Actual;Hijacked;4,9115;48,4136;Somalia;Somalia;520;5;IMB;Somalia ;Alfa BG;-99;Belize;80;Steaming;1;1;1;1
780;;1;1998;;-99;Actual;Boarded;-4,0483333;39,6450;Kenya;Kenya;501;2;IMB;Mombasa, Kenya;NA;-99;Unspecified;-99;Unspecified;1;-99;1;2
781;2;2;1998;;-99;Attempted;;-6,2333333;121,3333;Indonesia;Indonesia;850;1;IMB;Indonesia;Paris Junior;2;Panama;95;Unspecified;0;-99;0;-99
782;3;2;1998;;-99;Attempted;;17,9666667;120,2000;Philippines;Philippines;840;1;IMB;Philippines;Aspidoforos;2;Greece;350;Steaming;1;1;0;-99
783;8;2;1998;;-99;Actual;Boarded;12,9228333;74,8070;India;India;750;2;IMB;New Mangalore, India;Atoyac;2;Panama;95;Anchored;0;2;1;2
785;9;2;1998;;-99;Attempted;;15,8283333;119,3850;Philippines;Philippines;840;1;IMB;Philippines;Puteri Zamrud;7;Malaysia;820;Unspecified;0;-99;0;-99
784;9;2;1998;;-99;Actual;Boarded;0,4050000;9,4367;Gabon;Gabon;481;2;IMB;Liberville, Gabon;Socol I;6;Panama;95;Anchored;0;2;1;2
786;9;2;1998;;-99;Attempted;;17,3566667;120,0500;Philippines;Philippines;840;1;IMB;Philippines;RORO Sarawak;4;Singapore;830;Steaming;1;1;0;-99
787;10;2;1998;;-99;Actual;Boarded;22,2383333;91,8267;Bangladesh;Bangladesh;771;2;IMB;Chittagong, Bangladesh;Ras Al Zour;8;Kuwait;690;Anchored;1;2;1;2
789;15;2;1998;;-99;Attempted;;21,6000;91,3167;Bangladesh;Bangladesh;771;2;IMB;Chittagong, Bangladesh;Gretke Oldendorff;2;Liberia;450;Anchored;0;2;0;-99
788;15;2;1998;;-99;Actual;Boarded;-4,0483333;39,6450;Kenya;Kenya;501;2;IMB;Mombasa, Kenya;NA;-99;Unspecified;-99;Unspecified;1;-99;1;2
790;16;2;1998;;-99;Attempted;;14,4466667;120,6983;Philippines;Philippines;840;1;IMB;Manila Bay, Philippines;Martravelier;4;Antigua & Barbuda;58;Steaming;0;1;0;-99
791;16;2;1998;;-99;Actual;Boarded;6,8014;123,4385;Philippines;Philippines;840;4;IMB;Moro Gulf, Philippines ;NA;5;Unspecified;-99;Berthed;1;3;1;2
792;20;2;1998;;-99;Actual;Boarded;6,8014;123,4385;Philippines;Philippines;840;4;IMB;Moro Gulf, Philippines ;NA;5;Unspecified;-99;Unspecified;1;-99;1;2
793;22;2;1998;;-99;Actual;Hijacked;26,0540000;119,6124;China;China;710;4;IMB;Fujan Coast, China ;NA;6;China;710;Steaming;1;1;1;1
794;;2;1998;;-99;Actual;Boarded;-4,0483333;39,6450;Kenya;Kenya;501;2;IMB;Mombasa, Kenya;NA;-99;Unspecified;-99;Anchored;1;2;1;2
795;3;3;1998;;-99;Actual;Boarded;-6,0338333;106,8867;Indonesia;Indonesia;850;2;IMB;Jakarta, Indonesia;Xin Hua No.8;6;China;710;Anchored;1;2;1;2
796;4;3;1998;;-99;Actual;Boarded;5,9858333;116,0723;Malaysia;Malaysia;820;2;IMB;Kota Kinabalu, Malaysia;Pernas Propane;7;Malaysia;820;Anchored;0;2;1;2
797;7;3;1998;;-99;Actual;Boarded;-2,4000000;147,6000;Papua New Guinea;Papua New Guinea;910;1;IMB;Papau New Guinea;Little Swan;9;Australia;900;Steaming;1;1;1;2
798;9;3;1998;;-99;Actual;Boarded;22,2383333;91,8267;Bangladesh;Bangladesh;771;2;IMB;Chittagong, Bangladesh;Jan No.51;6;China;710;Anchored;0;2;1;2
799;11;3;1998;;-99;Actual;Boarded;-7,2038333;112,7235;Indonesia;Indonesia;850;2;IMB;Surabaya Inner Harbour, Indonesia;Bali Sea;10;Singapore;830;Anchored;0;2;1;2
800;12;3;1998;;-99;Actual;Boarded;-6,8265000;39,2765;Tanzania;Tanzania;510;2;IMB;Dar Es Salaam, Tanzania;Jan No.35;6;China;710;Anchored;0;2;1;2
801;12;3;1998;;-99;Actual;Boarded;-6,7197;108,5796;Indonesia;Indonesia;850;4;IMB;Off Cirebon, Indonesia ;Nam Dhien;-99;Unspecified;-99;Unspecified;1;-99;1;2
802;16;3;1998;;-99;Actual;Boarded;0,0260000;-51,0422;Brazil;Brazil;140;2;IMB;Macapa, Brazil;Industrial Explorer;;Antiguar & Barbuda;58;Anchored;0;2;1;2
803;18;3;1998;;-99;Actual;Boarded;-2,5200000;-80,0867;Ecuador;Ecuador;130;2;IMB;Guayaquil, Ecuador;NA;10;Ecuador;130;Unspecified;1;-99;1;2
804;19;3;1998;;-99;Attempted;Fired Upon;14,5211667;120,9428;Philippines;Philippines;840;;IMB;Manila, Philippines;OOCL Alliance;4;Hong Kong;710;Steaming;1;1;0;3
805;22;3;1998;;-99;Actual;Boarded;4,6719;7,0980;Nigeria;Nigeria;475;4;IMB;Dawes Island, Nigeria ;Sanmar Pageant;2;India;750;Anchored;0;2;1;2
806;22;3;1998;;-99;Actual;Fired Upon;4,9115;48,4136;Somalia;Somalia;520;4;IMB;Somalian Waters ;Dhow Al Waleed;-99;Unspecified;-99;Steaming;1;1;1;3
807;26;3;1998;;-99;Actual;Boarded;-6,0338333;106,8867;Indonesia;Indonesia;850;2;IMB;Jakarta, Indonesia;Zhen No.14;6;China;710;Anchored;1;2;1;2
808;28;3;1998;;-99;Actual;Boarded;-2,5200000;-80,0867;Ecuador;Ecuador;130;2;IMB;Guayaquil, Ecuador;Thorkil Maersk;4;United Kingdom;200;Anchored;0;2;1;2
809;29;3;1998;;-99;Actual;Boarded;-2,5200000;-80,0867;Ecuador;Ecuador;130;2;IMB;Guayaquil, Ecuador;Paraskevi II;6;Greece;350;Anchored;0;2;1;2
810;;3;1998;;-99;Actual;Hijacked;4,9115;48,4136;Somalia;Somalia;520;;IMB;Somalia ;Natasha I;4;Malta;338;Steaming;1;1;1;1
811;1;4;1998;;-99;Actual;Boarded;31,24;29,2204;Egypt;Egypt;651;4;IMB;25nm Egypt ;Nemesis;5;Cyprus;352;Steaming;1;1;1;2
812;2;4;1998;;-99;Actual;Boarded;0,4050000;9,4367;Gabon;Gabon;481;2;IMB;Liberville, Gabon;Ocean Challenger;6;Hong Kong;710;Anchored;0;2;1;2
813;2;4;1998;;-99;Actual;Boarded;23,0243333;70,2203;India;India;750;2;IMB;Kandia Port, India;Sanmar Symphony;8;India;750;Anchored;1;2;1;2
814;3;4;1998;;-99;Actual;Boarded;-22,8765000;-43,1913;Brazil;Brazil;140;2;IMB;Rio de Janeiro, Brazil;Igloo Moon;7;Isle of Man;200;Anchored;0;2;1;2
815;4;4;1998;;-99;Actual;Hijacked;7,1050000;125,6537;Philippines;Philippines;840;4;IMB;Near Sasa Port, Saragani Bay, Philippines (Coded as Davao Port, which includes Sasa Wharf);Virgin Pearl;6;Philippines;840;Steaming;1;1;1;1
816;5;4;1998;;-99;Attempted;;4,9666667;125,3667;Indonesia;Indonesia;850;1;IMB;Philippines;Shun Kim;2;Hong Kong;710;Steaming;0;1;0;-99
817;6;4;1998;;-99;Actual;Boarded;-5,9531667;105,9922;Indonesia;Indonesia;850;2;IMB;Cilegon Merak, Indonesia;Multitank Calabria;3;Liberia;450;Anchored;1;2;1;2
818;14;4;1998;;-99;Attempted;;-2,5200000;-80,0867;Ecuador;Ecuador;130;2;IMB;Guayaquil, Ecuador;Simone J;6;Germany;260;Anchored;0;2;0;-99
819;15;4;1998;;-99;Attempted;;12,0850000;51,1500;Somalia;Somalia;520;1;IMB;Somalian Waters;Silver Star;3;Bahamas;31;Steaming;1;1;0;-99
820;16;4;1998;;-99;Attempted;;2,0000000;104,8333;Malaysia;Malaysia;820;1;IMB;Indonesia;Northwest Sanderling;7;Australia;900;Steaming;1;1;0;-99
821;17;4;1998;;-99;Actual;Hijacked;3,8166667;105,3500;Indonesia;Indonesia;850;1;IMB;SCS;Petro Ranger;8;Malaysia;820;Steaming;1;1;1;1
822;20;4;1998;;-99;Actual;Boarded;-6,0418333;105,9193;Indonesia;Indonesia;850;2;IMB;Anyer Anchorage, Indonesia;Swift Tiger;8;Panama;95;Anchored;1;2;1;2
823;22;4;1998;;-99;Actual;Boarded;14,6760000;-17,4247;Senegal;Senegal;433;2;IMB;Dakar, Senegal;Arcadia;-99;Bahamas;31;Steaming;0;1;1;2
824;24;4;1998;;-99;Actual;Boarded;-32,0536667;-52,0757;Brazil;Brazil;140;2;IMB;Rio Grande, Brazil;Bretagene;10;Bahamas;31;Anchored;0;2;1;2
825;24;4;1998;;-99;Attempted;;6,4333333;94,5833;Indonesia;Indonesia;850;1;IMB;Off Rondo Island, Indian Ocean;Tiger Wave;4;Singapore;830;Steaming;0;1;0;-99
826;24;4;1998;;-99;Actual;Boarded;22,2383333;91,8267;Bangladesh;Bangladesh;771;2;IMB;Chittagong, Bangladesh;Waid Al Agouz;6;UAE;696;Anchored;1;2;1;2
828;26;4;1998;;-99;Actual;Boarded;49,4385000;1,0583;France;France;220;2;IMB;Rouen, France;Hellen C;2;Cyprus;352;Berthed;1;3;1;2
827;26;4;1998;;-99;Actual;Boarded;-2,5200000;-80,0867;Ecuador;Ecuador;130;2;IMB;Guayaquil, Ecuador;CSAV Rio de la Plata;4;Germany;260;Anchored;0;2;1;2
829;28;4;1998;;-99;Actual;Boarded;-6,0338333;106,8867;Indonesia;Indonesia;850;2;IMB;Jakarta Anchorage, Indonesia;Kwangtung;6;Hong Kong;710;Anchored;0;2;1;2
830;28;4;1998;;-99;Attempted;Fired Upon;6,7166667;122,5667;Philippines;Philippines;840;1;IMB;Near Sibago Island, Philippines;Aqua Stoli;8;Unspecified;-99;Steaming;1;1;0;3
832;30;4;1998;;-99;Actual;Boarded;-4,0483333;39,6450;Kenya;Kenya;501;2;IMB;Mombasa, Kenya;Yin Chuan;6;China;710;Anchored;1;2;1;2
